us_county,name,state,"Random Number"
24047,"Worcester County, MD",MD,-15.9311462
23001,"Androscoggin County, ME",ME,-29.88745448
23003,"Aroostook County, ME",ME,8.513604161
23005,"Cumberland County, ME",ME,31.63661043
23007,"Franklin County, ME",ME,8.627060592
23009,"Hancock County, ME",ME,25.55051355
23011,"Kennebec County, ME",ME,-29.08584963
23013,"Knox County, ME",ME,3.122630825
23015,"Lincoln County, ME",ME,40.16719439
23017,"Oxford County, ME",ME,25.58602178
23019,"Penobscot County, ME",ME,19.80445488
23021,"Piscataquis County, ME",ME,-31.72169561
23023,"Sagadahoc County, ME",ME,14.94804854
23025,"Somerset County, ME",ME,-19.40531465
23027,"Waldo County, ME",ME,33.09701997
23029,"Washington County, ME",ME,-18.45297208
23031,"York County, ME",ME,-30.20643989
68007,"Municipality of Ailinginae, MH",MH,-24.0615327
68010,"Municipality of Ailinglaplap, MH",MH,-17.22552893
68030,"Municipality of Ailuk, MH",MH,-31.3015857
68040,"Municipality of Arno, MH",MH,-41.89559566
68050,"Municipality of Aur, MH",MH,-27.33795366
68060,"Municipality of Bikar, MH",MH,-44.32866847
68070,"Municipality of Bikini, MH",MH,-43.57073558
68073,"Municipality of Bokak, MH",MH,2.94736263
68080,"Municipality of Ebon, MH",MH,-35.6278361
68090,"Municipality of Enewetak, MH",MH,-19.9344634
68100,"Municipality of Erikub, MH",MH,-36.1704362
68110,"Municipality of Jabat, MH",MH,-25.07610701
68120,"Municipality of Jaluit, MH",MH,33.81062953
68130,"Municipality of Jemo, MH",MH,4.038089733
68140,"Municipality of Kili, MH",MH,-22.47496081
68150,"Municipality of Kwajalein, MH",MH,48.55106058
68160,"Municipality of Lae, MH",MH,40.3739177
68170,"Municipality of Lib, MH",MH,-29.81001725
68180,"Municipality of Likiep, MH",MH,-10.52781834
68190,"Municipality of Majuro, MH",MH,40.5440201
68300,"Municipality of Maloelap, MH",MH,-2.848267592
68310,"Municipality of Mejit, MH",MH,-39.00275595
68320,"Municipality of Mili, MH",MH,20.37962157
68330,"Municipality of Namorik, MH",MH,36.36708316
68340,"Municipality of Namu, MH",MH,-10.85474914
68350,"Municipality of Rongelap, MH",MH,27.73642248
68360,"Municipality of Rongrik, MH",MH,-4.693472796
68385,"Municipality of Toke, MH",MH,-22.82108694
68390,"Municipality of Ujae, MH",MH,17.69243033
68400,"Municipality of Ujelang, MH",MH,23.94512965
68410,"Municipality of Utrik, MH",MH,10.90389713
68420,"Municipality of Wotho, MH",MH,-0.581410317
68430,"Municipality of Wotje, MH",MH,-0.567526851
26001,"Alcona County, MI",MI,-7.024105633
26003,"Alger County, MI",MI,48.20509506
26005,"Allegan County, MI",MI,-15.20863922
26007,"Alpena County, MI",MI,-23.83707235
26009,"Antrim County, MI",MI,-49.2196717
26011,"Arenac County, MI",MI,17.53497801
26013,"Baraga County, MI",MI,-47.2125487
26015,"Barry County, MI",MI,0.705987023
26017,"Bay County, MI",MI,43.64622217
26019,"Benzie County, MI",MI,-39.49342614
26021,"Berrien County, MI",MI,32.08943222
26023,"Branch County, MI",MI,-22.70858277
26025,"Calhoun County, MI",MI,26.72684888
26027,"Cass County, MI",MI,-31.81416164
26029,"Charlevoix County, MI",MI,-47.39374186
26031,"Cheboygan County, MI",MI,-3.155648434
26033,"Chippewa County, MI",MI,3.359252308
26035,"Clare County, MI",MI,-45.93556236
26037,"Clinton County, MI",MI,-13.89939803
26039,"Crawford County, MI",MI,-37.10581806
26041,"Delta County, MI",MI,21.38288271
26043,"Dickinson County, MI",MI,44.67265042
26045,"Eaton County, MI",MI,-7.430788875
26047,"Emmet County, MI",MI,42.65392148
26049,"Genesee County, MI",MI,39.07480222
26051,"Gladwin County, MI",MI,49.272378
26053,"Gogebic County, MI",MI,4.780687346
26055,"Grand Traverse County, MI",MI,45.89141235
26057,"Gratiot County, MI",MI,4.579827394
26059,"Hillsdale County, MI",MI,-31.907417
26061,"Houghton County, MI",MI,18.32649833
26063,"Huron County, MI",MI,16.60539134
26065,"Ingham County, MI",MI,-30.26017992
26067,"Ionia County, MI",MI,-30.52830704
26069,"Iosco County, MI",MI,16.99813271
26071,"Iron County, MI",MI,-34.14180613
26073,"Isabella County, MI",MI,-2.748428746
26075,"Jackson County, MI",MI,-47.5934866
26077,"Kalamazoo County, MI",MI,-48.55761986
26079,"Kalkaska County, MI",MI,-38.67581703
26081,"Kent County, MI",MI,27.37185805
26083,"Keweenaw County, MI",MI,34.84580605
26085,"Lake County, MI",MI,2.680895095
26087,"Lapeer County, MI",MI,-39.68574028
26089,"Leelanau County, MI",MI,-40.22818287
26091,"Lenawee County, MI",MI,28.95907162
26093,"Livingston County, MI",MI,-35.09184152
26095,"Luce County, MI",MI,48.64870894
26097,"Mackinac County, MI",MI,41.11711751
26099,"Macomb County, MI",MI,-36.1176679
26101,"Manistee County, MI",MI,-26.62398291
26103,"Marquette County, MI",MI,2.014965291
26105,"Mason County, MI",MI,-15.05531682
26107,"Mecosta County, MI",MI,48.0356738
26109,"Menominee County, MI",MI,-13.25298144
26111,"Midland County, MI",MI,-35.13970605
26113,"Missaukee County, MI",MI,21.12485372
26115,"Monroe County, MI",MI,11.29248686
26117,"Montcalm County, MI",MI,-9.274095748
26119,"Montmorency County, MI",MI,33.63450212
26121,"Muskegon County, MI",MI,8.368165849
26123,"Newaygo County, MI",MI,33.27727265
26125,"Oakland County, MI",MI,-11.87919119
26127,"Oceana County, MI",MI,-12.85723163
26129,"Ogemaw County, MI",MI,37.08888828
26131,"Ontonagon County, MI",MI,-22.12894218
26133,"Osceola County, MI",MI,22.50518189
26135,"Oscoda County, MI",MI,26.04534434
26137,"Otsego County, MI",MI,4.603986786
26139,"Ottawa County, MI",MI,25.43707115
26141,"Presque Isle County, MI",MI,1.005722233
26143,"Roscommon County, MI",MI,-16.40509824
26145,"Saginaw County, MI",MI,-22.84969023
26151,"Sanilac County, MI",MI,44.63787305
26153,"Schoolcraft County, MI",MI,16.80103296
26155,"Shiawassee County, MI",MI,46.73054854
26147,"Saint Clair County, MI",MI,-41.32679228
26149,"Saint Joseph County, MI",MI,-14.5974066
26157,"Tuscola County, MI",MI,-1.676403991
26159,"Van Buren County, MI",MI,-26.00635137
26161,"Washtenaw County, MI",MI,25.52784663
26163,"Wayne County, MI",MI,-45.2701446
26165,"Wexford County, MI",MI,-9.224504938
27001,"Aitkin County, MN",MN,23.44182985
27003,"Anoka County, MN",MN,32.39077428
27005,"Becker County, MN",MN,-22.51917576
27007,"Beltrami County, MN",MN,-0.805000533
27009,"Benton County, MN",MN,20.14286866
27011,"Big Stone County, MN",MN,49.09165313
27013,"Blue Earth County, MN",MN,48.47411104
27015,"Brown County, MN",MN,32.7531528
27017,"Carlton County, MN",MN,-25.20715233
27019,"Carver County, MN",MN,37.11582483
27021,"Cass County, MN",MN,6.986368089
27023,"Chippewa County, MN",MN,-14.74944567
27025,"Chisago County, MN",MN,-43.33973287
27027,"Clay County, MN",MN,-35.86150081
27029,"Clearwater County, MN",MN,-25.80543441
27031,"Cook County, MN",MN,-10.80438258
27033,"Cottonwood County, MN",MN,-25.72432548
27035,"Crow Wing County, MN",MN,38.62147955
27037,"Dakota County, MN",MN,44.47173995
27039,"Dodge County, MN",MN,-31.42973818
27041,"Douglas County, MN",MN,19.75644182
27043,"Faribault County, MN",MN,10.57206332
27045,"Fillmore County, MN",MN,21.99535494
27047,"Freeborn County, MN",MN,-36.26262183
27049,"Goodhue County, MN",MN,-7.088799704
27051,"Grant County, MN",MN,-46.32657045
27053,"Hennepin County, MN",MN,-41.05250155
27055,"Houston County, MN",MN,-26.12461825
27057,"Hubbard County, MN",MN,-17.11525812
27059,"Isanti County, MN",MN,3.66497851
27061,"Itasca County, MN",MN,11.30288244
27063,"Jackson County, MN",MN,11.87595107
27065,"Kanabec County, MN",MN,-13.08277769
27067,"Kandiyohi County, MN",MN,-16.24138964
27069,"Kittson County, MN",MN,0.718355266
27071,"Koochiching County, MN",MN,-40.88858114
27073,"Lac qui Parle County, MN",MN,15.15306733
27075,"Lake County, MN",MN,22.55660801
27077,"Lake of the Woods County, MN",MN,-16.21003536
27079,"Le Sueur County, MN",MN,13.48582158
27081,"Lincoln County, MN",MN,31.64797433
27083,"Lyon County, MN",MN,40.03039593
27087,"Mahnomen County, MN",MN,7.940070584
27089,"Marshall County, MN",MN,24.27574457
27091,"Martin County, MN",MN,-39.11712101
27085,"McLeod County, MN",MN,2.438440524
27093,"Meeker County, MN",MN,-31.20867148
27095,"Mille Lacs County, MN",MN,-17.63011217
27097,"Morrison County, MN",MN,-48.3667831
27099,"Mower County, MN",MN,-34.25502736
27101,"Murray County, MN",MN,6.095089693
27103,"Nicollet County, MN",MN,-26.39696194
27105,"Nobles County, MN",MN,-43.64470066
27107,"Norman County, MN",MN,-30.3499605
27109,"Olmsted County, MN",MN,-14.64508378
27111,"Otter Tail County, MN",MN,48.44637886
27113,"Pennington County, MN",MN,-17.26536016
27115,"Pine County, MN",MN,33.17652392
27117,"Pipestone County, MN",MN,-26.31246468
27119,"Polk County, MN",MN,-19.6655457
27121,"Pope County, MN",MN,-6.024597224
27123,"Ramsey County, MN",MN,23.18554844
27125,"Red Lake County, MN",MN,24.8215623
27127,"Redwood County, MN",MN,-39.45727662
27129,"Renville County, MN",MN,-7.251181242
27131,"Rice County, MN",MN,-13.78484636
27133,"Rock County, MN",MN,-47.52632785
27135,"Roseau County, MN",MN,-27.82328027
27139,"Scott County, MN",MN,-14.25740735
27141,"Sherburne County, MN",MN,-49.50466244
27143,"Sibley County, MN",MN,3.340924076
27137,"Saint Louis County, MN",MN,-24.09694747
27145,"Stearns County, MN",MN,44.54515273
27147,"Steele County, MN",MN,34.074099
27149,"Stevens County, MN",MN,23.35106668
27151,"Swift County, MN",MN,-31.53039437
27153,"Todd County, MN",MN,18.68718885
27155,"Traverse County, MN",MN,-4.742980498
27157,"Wabasha County, MN",MN,46.76660803
27159,"Wadena County, MN",MN,33.76528523
27161,"Waseca County, MN",MN,14.99969259
27163,"Washington County, MN",MN,-37.02490841
27165,"Watonwan County, MN",MN,21.21295466
27167,"Wilkin County, MN",MN,42.92582493
27169,"Winona County, MN",MN,-29.57140963
27171,"Wright County, MN",MN,27.82637617
27173,"Yellow Medicine County, MN",MN,-38.32823832
29001,"Adair County, MO",MO,21.40573363
29003,"Andrew County, MO",MO,36.83202219
29005,"Atchison County, MO",MO,-33.17374036
29007,"Audrain County, MO",MO,-15.53643498
29009,"Barry County, MO",MO,-30.57841461
29011,"Barton County, MO",MO,1.986409308
29013,"Bates County, MO",MO,8.943691915
29015,"Benton County, MO",MO,12.36908558
29017,"Bollinger County, MO",MO,-26.58715617
29019,"Boone County, MO",MO,21.49641913
29021,"Buchanan County, MO",MO,19.0452244
29023,"Butler County, MO",MO,28.24984865
29025,"Caldwell County, MO",MO,40.66683195
29027,"Callaway County, MO",MO,-8.6857729
29029,"Camden County, MO",MO,14.09828822
29031,"Cape Girardeau County, MO",MO,9.737253116
29033,"Carroll County, MO",MO,30.944322
29035,"Carter County, MO",MO,24.96949172
29037,"Cass County, MO",MO,-6.449608688
29039,"Cedar County, MO",MO,20.14796807
29041,"Chariton County, MO",MO,-26.18644182
29043,"Christian County, MO",MO,41.73086467
29045,"Clark County, MO",MO,-32.23906596
29047,"Clay County, MO",MO,21.35880675
29049,"Clinton County, MO",MO,42.37152438
29051,"Cole County, MO",MO,-8.873300094
29053,"Cooper County, MO",MO,-40.76499943
29055,"Crawford County, MO",MO,31.87165277
29057,"Dade County, MO",MO,-3.21770411
29059,"Dallas County, MO",MO,24.06769466
29061,"Daviess County, MO",MO,8.400896983
29063,"DeKalb County, MO",MO,-28.27223801
29065,"Dent County, MO",MO,5.016348167
29067,"Douglas County, MO",MO,-3.902433416
29069,"Dunklin County, MO",MO,-20.60675216
29071,"Franklin County, MO",MO,-3.600601902
29073,"Gasconade County, MO",MO,-41.38068389
29075,"Gentry County, MO",MO,39.29959533
29077,"Greene County, MO",MO,37.71899186
29079,"Grundy County, MO",MO,2.878696559
29081,"Harrison County, MO",MO,40.97686044
29083,"Henry County, MO",MO,29.51994542
29085,"Hickory County, MO",MO,-4.503651757
29087,"Holt County, MO",MO,43.35311358
29089,"Howard County, MO",MO,27.13314453
29091,"Howell County, MO",MO,41.06766861
29093,"Iron County, MO",MO,2.204877444
29095,"Jackson County, MO",MO,40.32135384
29097,"Jasper County, MO",MO,-16.62741953
29099,"Jefferson County, MO",MO,31.88041155
29101,"Johnson County, MO",MO,5.148658731
29103,"Knox County, MO",MO,27.34091197
29105,"Laclede County, MO",MO,41.17685639
29107,"Lafayette County, MO",MO,17.27130136
29109,"Lawrence County, MO",MO,-35.68739752
29111,"Lewis County, MO",MO,-35.07451768
29113,"Lincoln County, MO",MO,32.24847999
29115,"Linn County, MO",MO,-13.77416097
29117,"Livingston County, MO",MO,-16.50531601
29121,"Macon County, MO",MO,-8.921203871
29123,"Madison County, MO",MO,8.00792067
29125,"Maries County, MO",MO,7.775447676
29127,"Marion County, MO",MO,44.34660222
29119,"McDonald County, MO",MO,-13.97312659
29129,"Mercer County, MO",MO,-43.73804456
29131,"Miller County, MO",MO,-5.084429736
29133,"Mississippi County, MO",MO,-33.29503361
29135,"Moniteau County, MO",MO,11.91373794
29137,"Monroe County, MO",MO,40.24266573
29139,"Montgomery County, MO",MO,9.24874641
29141,"Morgan County, MO",MO,18.89544472
29143,"New Madrid County, MO",MO,-14.52828125
29145,"Newton County, MO",MO,32.48301911
29147,"Nodaway County, MO",MO,14.45485857
29149,"Oregon County, MO",MO,-20.46426954
29151,"Osage County, MO",MO,45.84553477
29153,"Ozark County, MO",MO,-36.88649016
29155,"Pemiscot County, MO",MO,38.80141338
29157,"Perry County, MO",MO,-6.687673147
29159,"Pettis County, MO",MO,-15.00823266
29161,"Phelps County, MO",MO,-34.93943098
29163,"Pike County, MO",MO,-34.2404623
29165,"Platte County, MO",MO,-33.58676283
29167,"Polk County, MO",MO,48.87757198
29169,"Pulaski County, MO",MO,24.63157653
29171,"Putnam County, MO",MO,-19.08615085
29173,"Ralls County, MO",MO,-28.71197943
29175,"Randolph County, MO",MO,25.04719396
29177,"Ray County, MO",MO,-31.5783242
29179,"Reynolds County, MO",MO,-5.92009651
29181,"Ripley County, MO",MO,17.55292583
29195,"Saline County, MO",MO,-9.245126437
29197,"Schuyler County, MO",MO,16.04013695
29199,"Scotland County, MO",MO,2.586472897
29201,"Scott County, MO",MO,45.02648947
29203,"Shannon County, MO",MO,-3.603511633
29205,"Shelby County, MO",MO,-14.97542383
29183,"Saint Charles County, MO",MO,-28.06434517
29185,"Saint Clair County, MO",MO,36.6906375
29187,"Saint Francois County, MO",MO,27.86959399
29189,"Saint Louis County, MO",MO,28.05371692
29510,"City of Saint Louis, MO",MO,-39.4803354
29186,"Sainte Genevieve County, MO",MO,-14.01172299
29207,"Stoddard County, MO",MO,18.92503871
29209,"Stone County, MO",MO,2.958163221
29211,"Sullivan County, MO",MO,-11.30817881
29213,"Taney County, MO",MO,43.01115787
29215,"Texas County, MO",MO,-7.38423737
29217,"Vernon County, MO",MO,19.34800356
29219,"Warren County, MO",MO,3.155746065
29221,"Washington County, MO",MO,-5.69973937
29223,"Wayne County, MO",MO,45.02000323
29225,"Webster County, MO",MO,-22.32825699
29227,"Worth County, MO",MO,19.85303617
29229,"Wright County, MO",MO,10.90625626
69085,"Municipality of Northern Islands, MP",MP,-34.13756313
69100,"Municipality of Rota, MP",MP,-16.54238282
69110,"Municipality of Saipan, MP",MP,22.37065349
69120,"Municipality of Tinian, MP",MP,-38.71713422
28001,"Adams County, MS",MS,-34.36776462
28003,"Alcorn County, MS",MS,7.363718027
28005,"Amite County, MS",MS,13.82874579
28007,"Attala County, MS",MS,29.25005363
28009,"Benton County, MS",MS,-34.84512453
28011,"Bolivar County, MS",MS,-36.52726331
28013,"Calhoun County, MS",MS,27.73359933
28015,"Carroll County, MS",MS,32.9855149
28017,"Chickasaw County, MS",MS,-7.916822139
28019,"Choctaw County, MS",MS,38.27770079
28021,"Claiborne County, MS",MS,21.87040355
28023,"Clarke County, MS",MS,44.88297739
28025,"Clay County, MS",MS,7.710896902
28027,"Coahoma County, MS",MS,39.8369715
28029,"Copiah County, MS",MS,32.3747978
28031,"Covington County, MS",MS,49.50487747
28033,"DeSoto County, MS",MS,-14.38548899
28035,"Forrest County, MS",MS,14.70957248
28037,"Franklin County, MS",MS,29.80811518
28039,"George County, MS",MS,-31.94366584
28041,"Greene County, MS",MS,28.38517163
28043,"Grenada County, MS",MS,-28.3141528
28045,"Hancock County, MS",MS,6.813932141
28047,"Harrison County, MS",MS,9.257720614
28049,"Hinds County, MS",MS,15.69442677
28051,"Holmes County, MS",MS,20.6155361
28053,"Humphreys County, MS",MS,-42.77154967
28055,"Issaquena County, MS",MS,-33.50577942
28057,"Itawamba County, MS",MS,-25.69125862
28059,"Jackson County, MS",MS,-24.81309482
28061,"Jasper County, MS",MS,35.72086659
28063,"Jefferson County, MS",MS,24.14148101
28065,"Jefferson Davis County, MS",MS,-33.83563731
28067,"Jones County, MS",MS,-35.71485588
28069,"Kemper County, MS",MS,10.89197215
28071,"Lafayette County, MS",MS,24.23933136
28073,"Lamar County, MS",MS,-27.16457262
28075,"Lauderdale County, MS",MS,-44.64682513
28077,"Lawrence County, MS",MS,32.05801482
28079,"Leake County, MS",MS,-28.51553081
28081,"Lee County, MS",MS,27.52574671
28083,"Leflore County, MS",MS,4.876991565
28085,"Lincoln County, MS",MS,24.67267519
28087,"Lowndes County, MS",MS,-34.93983537
28089,"Madison County, MS",MS,-33.29213777
28091,"Marion County, MS",MS,43.28585246
28093,"Marshall County, MS",MS,-31.91423047
28095,"Monroe County, MS",MS,18.37399459
28097,"Montgomery County, MS",MS,-22.6504122
28099,"Neshoba County, MS",MS,-3.31507659
28101,"Newton County, MS",MS,-2.965554628
28103,"Noxubee County, MS",MS,-31.73678876
28105,"Oktibbeha County, MS",MS,47.74840668
28107,"Panola County, MS",MS,-45.97455876
28109,"Pearl River County, MS",MS,1.611133388
28111,"Perry County, MS",MS,-38.98209628
28113,"Pike County, MS",MS,10.40928608
28115,"Pontotoc County, MS",MS,1.629769569
28117,"Prentiss County, MS",MS,1.185533431
28119,"Quitman County, MS",MS,6.417114363
28121,"Rankin County, MS",MS,-46.63504335
28123,"Scott County, MS",MS,49.31937769
28125,"Sharkey County, MS",MS,34.95317468
28127,"Simpson County, MS",MS,30.22583269
28129,"Smith County, MS",MS,-41.16672416
28131,"Stone County, MS",MS,-34.71875794
28133,"Sunflower County, MS",MS,-5.91835423
28135,"Tallahatchie County, MS",MS,4.611794536
28137,"Tate County, MS",MS,-15.98545806
28139,"Tippah County, MS",MS,18.44921575
28141,"Tishomingo County, MS",MS,5.853227711
28143,"Tunica County, MS",MS,-35.84770354
28145,"Union County, MS",MS,-40.10951669
28147,"Walthall County, MS",MS,-20.00910838
28149,"Warren County, MS",MS,-26.03007401
28151,"Washington County, MS",MS,-7.615073596
28153,"Wayne County, MS",MS,-15.77345136
28155,"Webster County, MS",MS,-40.12802415
28157,"Wilkinson County, MS",MS,-27.6263927
28159,"Winston County, MS",MS,30.16615342
28161,"Yalobusha County, MS",MS,12.30942907
28163,"Yazoo County, MS",MS,-29.24661116
30001,"Beaverhead County, MT",MT,-17.96965097
30003,"Big Horn County, MT",MT,-14.46629219
30005,"Blaine County, MT",MT,16.39247821
30007,"Broadwater County, MT",MT,-36.55466027
30009,"Carbon County, MT",MT,-4.383708527
30011,"Carter County, MT",MT,49.93014425
30013,"Cascade County, MT",MT,7.014765095
30015,"Chouteau County, MT",MT,17.92140082
30017,"Custer County, MT",MT,43.169941
30019,"Daniels County, MT",MT,19.20112267
30021,"Dawson County, MT",MT,0.658819623
30023,"Deer Lodge County, MT",MT,-9.253065598
30025,"Fallon County, MT",MT,36.70043492
30027,"Fergus County, MT",MT,-36.83340013
30029,"Flathead County, MT",MT,-42.27642635
30031,"Gallatin County, MT",MT,-10.94528828
30033,"Garfield County, MT",MT,23.62726663
30035,"Glacier County, MT",MT,-30.3642885
30037,"Golden Valley County, MT",MT,46.11720007
30039,"Granite County, MT",MT,-18.69404601
30041,"Hill County, MT",MT,-23.65101399
30043,"Jefferson County, MT",MT,-19.89541998
30045,"Judith Basin County, MT",MT,-2.210400739
30047,"Lake County, MT",MT,-14.39614887
30049,"Lewis and Clark County, MT",MT,33.72561803
30051,"Liberty County, MT",MT,19.0396203
30053,"Lincoln County, MT",MT,26.85857737
30057,"Madison County, MT",MT,8.41414513
30055,"McCone County, MT",MT,-27.94939412
30059,"Meagher County, MT",MT,40.47003897
30061,"Mineral County, MT",MT,-3.059632625
30063,"Missoula County, MT",MT,-31.68126803
30065,"Musselshell County, MT",MT,-39.91339972
30067,"Park County, MT",MT,10.22549728
30069,"Petroleum County, MT",MT,-41.160292
30071,"Phillips County, MT",MT,-5.285753253
30073,"Pondera County, MT",MT,44.19588706
30075,"Powder River County, MT",MT,-32.66526298
30077,"Powell County, MT",MT,43.28011438
30079,"Prairie County, MT",MT,32.17379972
30081,"Ravalli County, MT",MT,-24.53077351
30083,"Richland County, MT",MT,44.1807596
30085,"Roosevelt County, MT",MT,-2.470434385
30087,"Rosebud County, MT",MT,30.66246934
30089,"Sanders County, MT",MT,2.015921492
30091,"Sheridan County, MT",MT,-37.69286194
30093,"Silver Bow County, MT",MT,-13.77349677
30095,"Stillwater County, MT",MT,13.90573805
30097,"Sweet Grass County, MT",MT,26.80575145
30099,"Teton County, MT",MT,31.7894005
30101,"Toole County, MT",MT,-9.845490737
30103,"Treasure County, MT",MT,-37.39088132
30105,"Valley County, MT",MT,8.662624701
30107,"Wheatland County, MT",MT,37.2262445
30109,"Wibaux County, MT",MT,-4.183224931
30111,"Yellowstone County, MT",MT,-31.24294211
37001,"Alamance County, NC",NC,-12.34202471
37003,"Alexander County, NC",NC,9.155623167
37005,"Alleghany County, NC",NC,32.59231351
37007,"Anson County, NC",NC,6.247628584
37009,"Ashe County, NC",NC,-29.38869198
37011,"Avery County, NC",NC,5.00155739
37013,"Beaufort County, NC",NC,-36.75251975
37015,"Bertie County, NC",NC,-15.77391214
37017,"Bladen County, NC",NC,4.676469557
37019,"Brunswick County, NC",NC,0.049137385
37021,"Buncombe County, NC",NC,28.88036562
37023,"Burke County, NC",NC,-44.57167401
37025,"Cabarrus County, NC",NC,-14.56897587
37027,"Caldwell County, NC",NC,-49.20859651
37029,"Camden County, NC",NC,46.99909285
37031,"Carteret County, NC",NC,-37.81312438
37033,"Caswell County, NC",NC,11.68427655
37035,"Catawba County, NC",NC,-21.0858296
37037,"Chatham County, NC",NC,-9.987428794
37039,"Cherokee County, NC",NC,1.794173313
37041,"Chowan County, NC",NC,-24.12031554
37043,"Clay County, NC",NC,15.32536748
37045,"Cleveland County, NC",NC,29.59410722
37047,"Columbus County, NC",NC,28.71003688
37049,"Craven County, NC",NC,-48.02957582
37051,"Cumberland County, NC",NC,-34.0911923
37053,"Currituck County, NC",NC,-16.68524357
37055,"Dare County, NC",NC,-45.04333673
37057,"Davidson County, NC",NC,45.21419859
37059,"Davie County, NC",NC,6.17443056
37061,"Duplin County, NC",NC,-13.78147109
37063,"Durham County, NC",NC,-2.628582273
37065,"Edgecombe County, NC",NC,47.5317219
37067,"Forsyth County, NC",NC,-29.09545764
37069,"Franklin County, NC",NC,-46.17704101
37071,"Gaston County, NC",NC,30.63509559
37073,"Gates County, NC",NC,42.94070257
37075,"Graham County, NC",NC,18.01341959
37077,"Granville County, NC",NC,11.83570056
37079,"Greene County, NC",NC,12.43816451
37081,"Guilford County, NC",NC,48.29057699
37083,"Halifax County, NC",NC,-43.36110916
37085,"Harnett County, NC",NC,23.20545233
37087,"Haywood County, NC",NC,6.955116003
37089,"Henderson County, NC",NC,30.24523627
37091,"Hertford County, NC",NC,-8.293852038
37093,"Hoke County, NC",NC,32.81485177
37095,"Hyde County, NC",NC,-40.25632622
37097,"Iredell County, NC",NC,18.20042495
37099,"Jackson County, NC",NC,-6.341773983
37101,"Johnston County, NC",NC,47.39380704
37103,"Jones County, NC",NC,36.43779081
37105,"Lee County, NC",NC,34.40256177
37107,"Lenoir County, NC",NC,34.33611907
37109,"Lincoln County, NC",NC,27.02952494
37113,"Macon County, NC",NC,-37.15401737
37115,"Madison County, NC",NC,-44.20330517
37117,"Martin County, NC",NC,22.67825797
37111,"McDowell County, NC",NC,-49.74646881
37119,"Mecklenburg County, NC",NC,45.35020698
37121,"Mitchell County, NC",NC,49.24100444
37123,"Montgomery County, NC",NC,20.71800304
37125,"Moore County, NC",NC,26.20460824
37127,"Nash County, NC",NC,-8.011067182
37129,"New Hanover County, NC",NC,-38.1328876
37131,"Northampton County, NC",NC,15.88147168
37133,"Onslow County, NC",NC,-30.47786172
37135,"Orange County, NC",NC,13.98702801
37137,"Pamlico County, NC",NC,-48.06689213
37139,"Pasquotank County, NC",NC,-29.82596001
37141,"Pender County, NC",NC,44.20155491
37143,"Perquimans County, NC",NC,34.31747215
37145,"Person County, NC",NC,1.775934216
37147,"Pitt County, NC",NC,-3.904574217
37149,"Polk County, NC",NC,-46.29245806
37151,"Randolph County, NC",NC,-14.93732356
37153,"Richmond County, NC",NC,36.47151255
37155,"Robeson County, NC",NC,-34.45957496
37157,"Rockingham County, NC",NC,42.47607613
37159,"Rowan County, NC",NC,-1.003540733
37161,"Rutherford County, NC",NC,32.34264144
37163,"Sampson County, NC",NC,-29.61552837
37165,"Scotland County, NC",NC,-22.18212229
37167,"Stanly County, NC",NC,34.87506728
37169,"Stokes County, NC",NC,-7.814547215
37171,"Surry County, NC",NC,24.4424839
37173,"Swain County, NC",NC,-40.78700036
37175,"Transylvania County, NC",NC,31.9137828
37177,"Tyrrell County, NC",NC,-11.58472104
37179,"Union County, NC",NC,34.37989208
37181,"Vance County, NC",NC,24.16853908
37183,"Wake County, NC",NC,-27.95004988
37185,"Warren County, NC",NC,34.73977618
37187,"Washington County, NC",NC,8.578798952
37189,"Watauga County, NC",NC,17.99778129
37191,"Wayne County, NC",NC,-8.748113312
37193,"Wilkes County, NC",NC,34.88247293
37195,"Wilson County, NC",NC,14.81015165
37197,"Yadkin County, NC",NC,3.496124656
37199,"Yancey County, NC",NC,-27.83671971
38001,"Adams County, ND",ND,-39.19402269
38003,"Barnes County, ND",ND,-40.3245688
38005,"Benson County, ND",ND,-19.54670015
38007,"Billings County, ND",ND,-33.65524909
38009,"Bottineau County, ND",ND,18.73575254
38011,"Bowman County, ND",ND,-16.0096946
38013,"Burke County, ND",ND,-39.5730434
38015,"Burleigh County, ND",ND,-38.89773485
38017,"Cass County, ND",ND,14.15219
38019,"Cavalier County, ND",ND,-38.9881395
38021,"Dickey County, ND",ND,-22.10597433
38023,"Divide County, ND",ND,-35.81753685
38025,"Dunn County, ND",ND,23.00461971
38027,"Eddy County, ND",ND,-34.65264753
38029,"Emmons County, ND",ND,26.34471239
38031,"Foster County, ND",ND,28.84708504
38033,"Golden Valley County, ND",ND,-38.31477213
38035,"Grand Forks County, ND",ND,-28.91154246
38037,"Grant County, ND",ND,-9.543806658
38039,"Griggs County, ND",ND,-7.536623634
38041,"Hettinger County, ND",ND,32.11427802
38043,"Kidder County, ND",ND,38.25053939
38045,"LaMoure County, ND",ND,24.54628097
38047,"Logan County, ND",ND,-19.97239348
38049,"McHenry County, ND",ND,24.35640939
38051,"McIntosh County, ND",ND,0.451056568
38053,"McKenzie County, ND",ND,-46.14608218
38055,"McLean County, ND",ND,28.26774791
38057,"Mercer County, ND",ND,-5.900653065
38059,"Morton County, ND",ND,-27.89867463
38061,"Mountrail County, ND",ND,-12.85594974
38063,"Nelson County, ND",ND,25.93935604
38065,"Oliver County, ND",ND,36.00510517
